alert_id,language,system,pfi,ifi,ofs,segments_count,export_timestamp
EVACUATION-CA-20260208-03,es,gpt4o,0.3333333333333333,1.5,0.9166666666666666,4,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,es,nllb200,0.3333333333333333,1.5,0.9166666666666666,4,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,hi,google_nmt,0.6666666666666666,1.5,1.0833333333333333,4,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,hi,gpt4o,0.6666666666666666,1.5,1.0833333333333333,4,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,hi,nllb200,0.6666666666666666,1.5,1.0833333333333333,4,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,es,google_nmt,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,es,gpt4o,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,es,nllb200,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,hi,google_nmt,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,hi,gpt4o,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,hi,nllb200,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,es,google_nmt,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,es,gpt4o,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,es,nllb200,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,hi,google_nmt,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,hi,gpt4o,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,hi,nllb200,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,es,google_nmt,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,es,gpt4o,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,es,nllb200,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,hi,google_nmt,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,hi,gpt4o,0.0,1.5,0.75,2,2026-02-08T23:07:22.517362
